Gene	BF	Recall	Precision	FDR
WBSCR22	10.104	0.416	0.996	0.004
BAK1	10.100	0.416	0.996	0.004
PPP2CA	10.089	0.417	0.996	0.004
XRN1	10.087	0.417	0.996	0.004
ERCC3	10.073	0.419	0.996	0.004
MBTPS1	10.072	0.419	0.996	0.004
EIF3H	10.049	0.419	0.996	0.004
TRMT112	10.042	0.420	0.996	0.004
AIFM1	10.040	0.420	0.996	0.004
XRCC3	10.022	0.420	0.996	0.004
SPTLC1	10.009	0.420	0.996	0.004
SF3B1	10.009	0.422	0.996	0.004
RNF40	10.006	0.422	0.996	0.004
DHDDS	10.004	0.422	0.996	0.004
DDX59	9.997	0.422	0.996	0.004
MED4	9.973	0.422	0.996	0.004
DDX5	9.962	0.422	0.996	0.004
HUS1	9.958	0.422	0.996	0.004
ISG20L2	9.957	0.423	0.996	0.004
PI4KB	9.951	0.423	0.996	0.004
MED18	9.951	0.425	0.996	0.004
TAF2	9.938	0.425	0.996	0.004
CCDC12	9.935	0.425	0.996	0.004
NCAPH	9.935	0.425	0.996	0.004
DRAP1	9.934	0.425	0.996	0.004
WDR92	9.916	0.427	0.996	0.004
MAD2L1BP	9.907	0.427	0.996	0.004
MRPL35	9.902	0.427	0.996	0.004
METTL1	9.867	0.427	0.996	0.004
VARS2	9.861	0.428	0.996	0.004
DPF2	9.851	0.428	0.996	0.004
MYCBP	9.815	0.428	0.996	0.004
NOC4L	9.813	0.430	0.996	0.004
CHEK1	9.808	0.431	0.996	0.004
GRPEL1	9.806	0.433	0.996	0.004
MIS18BP1	9.803	0.433	0.996	0.004
CDC45	9.802	0.433	0.996	0.004
SF3A3	9.792	0.434	0.996	0.004
ZNF622	9.786	0.434	0.996	0.004
SUPT6H	9.774	0.436	0.996	0.004
TAF1B	9.770	0.438	0.996	0.004
MDM2	9.764	0.438	0.996	0.004
NSF	9.760	0.439	0.996	0.004
INTS10	9.749	0.439	0.996	0.004
ATP6V1D	9.742	0.441	0.996	0.004
CXorf57	9.739	0.441	0.996	0.004
HNRNPU	9.731	0.442	0.996	0.004
FNBP4	9.724	0.442	0.996	0.004
KANSL2	9.719	0.442	0.996	0.004
ORC5	9.702	0.442	0.996	0.004
TAF7	9.698	0.442	0.996	0.004
GMPPB	9.697	0.444	0.996	0.004
DDX21	9.682	0.445	0.997	0.003
NCSTN	9.671	0.445	0.997	0.003
CENPP	9.671	0.445	0.997	0.003
TIMM22	9.649	0.445	0.997	0.003
CLP1	9.631	0.447	0.997	0.003
FAM98B	9.631	0.447	0.997	0.003
CDH2	9.631	0.447	0.997	0.003
NASP	9.629	0.447	0.997	0.003
GTF3C5	9.622	0.448	0.997	0.003
TINF2	9.622	0.448	0.997	0.003
INTS6	9.611	0.448	0.997	0.003
ING3	9.605	0.448	0.997	0.003
CTNNBL1	9.594	0.448	0.997	0.003
SETD2	9.564	0.448	0.997	0.003
ADO	9.560	0.448	0.997	0.003
C16orf86	9.558	0.448	0.997	0.003
DDX24	9.557	0.448	0.997	0.003
C7orf26	9.553	0.448	0.997	0.003
FBL	9.549	0.448	0.997	0.003
TTC27	9.533	0.450	0.997	0.003
WHAMM	9.530	0.450	0.997	0.003
NARS	9.527	0.452	0.997	0.003
PAK1IP1	9.525	0.453	0.997	0.003
PTCD3	9.517	0.453	0.997	0.003
EEF1G	9.515	0.453	0.997	0.003
GNL1	9.493	0.453	0.997	0.003
CARS	9.470	0.453	0.997	0.003
SGOL2	9.464	0.453	0.997	0.003
BRF1	9.460	0.453	0.997	0.003
IMP3	9.452	0.455	0.997	0.003
POLR1D	9.436	0.455	0.997	0.003
SRP68	9.433	0.455	0.997	0.003
MED24	9.429	0.455	0.997	0.003
MRPS24	9.420	0.456	0.997	0.003
CSTF1	9.412	0.456	0.997	0.003
UTP20	9.410	0.458	0.997	0.003
C16orf96	9.378	0.458	0.997	0.003
POLR2B	9.375	0.459	0.997	0.003
DIEXF	9.368	0.459	0.997	0.003
CTCF	9.367	0.459	0.997	0.003
TCFL5	9.356	0.459	0.997	0.003
RPL26L1	9.341	0.459	0.997	0.003
MARS2	9.301	0.461	0.997	0.003
NUDT21	9.300	0.463	0.997	0.003
WDR26	9.299	0.463	0.997	0.003
INCENP	9.289	0.463	0.997	0.003
POLR2G	9.277	0.464	0.997	0.003
AURKAIP1	9.267	0.464	0.997	0.003
TAF5	9.249	0.464	0.997	0.003
EIF2S3	9.248	0.466	0.997	0.003
LAGE3	9.244	0.466	0.997	0.003
C17orf85	9.236	0.466	0.997	0.003
CDK11A	9.234	0.466	0.997	0.003
AAMP	9.215	0.466	0.997	0.003
KAT8	9.212	0.467	0.997	0.003
SEPHS1	9.210	0.467	0.997	0.003
COPZ1	9.206	0.469	0.997	0.003
C1orf109	9.205	0.470	0.997	0.003
PSMA4	9.198	0.472	0.997	0.003
CHST3	9.184	0.472	0.997	0.003
GCN1L1	9.175	0.472	0.997	0.003
ZACN	9.167	0.472	0.997	0.003
E4F1	9.167	0.472	0.997	0.003
NUS1	9.151	0.473	0.997	0.003
AFG3L2	9.126	0.473	0.997	0.003
NDC80	9.106	0.475	0.997	0.003
RPS11	9.096	0.477	0.997	0.003
MED6	9.094	0.477	0.997	0.003
RPLP0	9.081	0.478	0.997	0.003
TRIM37	9.080	0.478	0.997	0.003
SAE1	9.073	0.480	0.997	0.003
GTF2H4	9.045	0.481	0.997	0.003
SHQ1	9.036	0.481	0.997	0.003
ANKRD49	9.018	0.481	0.997	0.003
CMIP	9.015	0.481	0.997	0.003
AP2S1	9.013	0.481	0.997	0.003
TDG	9.013	0.481	0.997	0.003
RPAIN	8.999	0.481	0.997	0.003
YTHDC1	8.981	0.481	0.997	0.003
RAE1	8.967	0.483	0.997	0.003
USPL1	8.966	0.484	0.997	0.003
RPAP2	8.964	0.484	0.997	0.003
KIF23	8.963	0.486	0.997	0.003
RBM39	8.944	0.486	0.997	0.003
TIPARP	8.933	0.486	0.997	0.003
WAPAL	8.932	0.486	0.997	0.003
SACM1L	8.921	0.487	0.997	0.003
HAUS6	8.920	0.487	0.997	0.003
RPS19BP1	8.920	0.487	0.997	0.003
UBE2M	8.914	0.489	0.997	0.003
PHF5A	8.913	0.491	0.997	0.003
FARSB	8.913	0.492	0.997	0.003
NUTF2	8.911	0.494	0.997	0.003
XRCC6	8.909	0.495	0.997	0.003
NUDT4	8.907	0.497	0.997	0.003
GTF2E2	8.905	0.497	0.997	0.003
NR2C2AP	8.901	0.497	0.997	0.003
FOXM1	8.894	0.497	0.997	0.003
ZNF324B	8.877	0.497	0.997	0.003
FAM96B	8.872	0.497	0.997	0.003
SUPT5H	8.863	0.498	0.997	0.003
PSMD3	8.855	0.500	0.997	0.003
INTS1	8.839	0.502	0.997	0.003
NAA38	8.825	0.502	0.997	0.003
MRPL39	8.817	0.502	0.997	0.003
GAPDH	8.816	0.503	0.997	0.003
C1D	8.815	0.503	0.997	0.003
TSFM	8.814	0.503	0.997	0.003
CDS2	8.810	0.503	0.997	0.003
SMARCA5	8.786	0.503	0.997	0.003
EAF1	8.777	0.503	0.997	0.003
EIF5	8.776	0.503	0.997	0.003
MYBBP1A	8.761	0.505	0.997	0.003
RPA3	8.761	0.505	0.997	0.003
RBMS2	8.758	0.505	0.997	0.003
CDK2	8.755	0.505	0.997	0.003
CHMP4B	8.748	0.505	0.997	0.003
FOSL1	8.744	0.505	0.997	0.003
TIFAB	8.735	0.505	0.997	0.003
MAD2L2	8.731	0.505	0.997	0.003
NAA50	8.713	0.506	0.997	0.003
PRLH	8.687	0.506	0.994	0.006
ATP5D	8.687	0.506	0.994	0.006
METTL16	8.677	0.508	0.994	0.006
HYOU1	8.675	0.508	0.994	0.006
GMPS	8.660	0.509	0.994	0.006
TRRAP	8.657	0.511	0.994	0.006
TBP	8.642	0.511	0.994	0.006
PRIM1	8.612	0.512	0.994	0.006
RPL27	8.608	0.514	0.994	0.006
SMU1	8.603	0.516	0.994	0.006
SPC25	8.593	0.517	0.994	0.006
NELFCD	8.588	0.517	0.994	0.006
MED20	8.584	0.517	0.994	0.006
OTUB1	8.583	0.517	0.994	0.006
QRICH1	8.574	0.517	0.994	0.006
NFS1	8.573	0.517	0.994	0.006
ARF1	8.568	0.517	0.994	0.006
HNRNPA0	8.550	0.517	0.994	0.006
ZNF408	8.538	0.517	0.994	0.006
PDCD2	8.534	0.517	0.994	0.006
RFC2	8.512	0.519	0.994	0.006
NUP214	8.512	0.520	0.994	0.006
VBP1	8.509	0.520	0.994	0.006
PSMC6	8.496	0.522	0.994	0.006
EXOC4	8.487	0.522	0.994	0.006
TIPIN	8.461	0.522	0.994	0.006
CNPY2	8.457	0.522	0.994	0.006
SEC13	8.456	0.523	0.994	0.006
CDCA5	8.451	0.523	0.994	0.006
SCD	8.448	0.523	0.994	0.006
MPHOSPH10	8.433	0.525	0.994	0.006
ANAPC5	8.428	0.527	0.994	0.006
RPS27A	8.422	0.527	0.994	0.006
RPL31	8.394	0.527	0.994	0.006
RFWD2	8.388	0.527	0.994	0.006
MRPS23	8.385	0.527	0.994	0.006
DDN	8.372	0.527	0.994	0.006
BUB1B	8.369	0.528	0.994	0.006
MARK2	8.353	0.528	0.994	0.006
NOP9	8.334	0.530	0.994	0.006
CUL2	8.325	0.530	0.994	0.006
FHOD1	8.323	0.530	0.994	0.006
SLU7	8.312	0.531	0.994	0.006
ZNF335	8.311	0.531	0.994	0.006
CLPTM1	8.308	0.531	0.994	0.006
ATP6V0C	8.292	0.533	0.994	0.006
RAD1	8.291	0.533	0.994	0.006
BOP1	8.273	0.533	0.994	0.006
LYPLA2	8.271	0.533	0.994	0.006
EGLN1	8.264	0.533	0.994	0.006
GRB2	8.257	0.533	0.994	0.006
PPP2R3C	8.254	0.533	0.994	0.006
EXOC3	8.248	0.533	0.994	0.006
DNASE2	8.237	0.533	0.994	0.006
WRB	8.232	0.533	0.994	0.006
KANSL3	8.228	0.534	0.994	0.006
MMS22L	8.215	0.536	0.994	0.006
DCAF13	8.211	0.536	0.994	0.006
INTS5	8.207	0.536	0.994	0.006
PSTK	8.195	0.536	0.994	0.006
CCDC94	8.192	0.536	0.994	0.006
ANAPC2	8.183	0.537	0.994	0.006
NOP58	8.181	0.537	0.994	0.006
KRR1	8.178	0.539	0.994	0.006
MCPH1	8.134	0.539	0.994	0.006
PKM	8.127	0.539	0.994	0.006
ELP2	8.121	0.539	0.994	0.006
EIF4A3	8.119	0.541	0.994	0.006
DPH1	8.110	0.541	0.994	0.006
RRP7A	8.109	0.541	0.994	0.006
UFD1L	8.108	0.541	0.994	0.006
TMEM151A	8.107	0.541	0.994	0.006
CRCP	8.107	0.541	0.994	0.006
TBCB	8.106	0.541	0.994	0.006
RPL12	8.103	0.542	0.994	0.006
MEMO1	8.086	0.542	0.994	0.006
DGCR8	8.081	0.544	0.994	0.006
RPL15	8.071	0.544	0.994	0.006
PSMD8	8.068	0.544	0.994	0.006
C16orf89	8.065	0.544	0.994	0.006
TAF3	8.057	0.544	0.994	0.006
DDX3X	8.047	0.544	0.994	0.006
SPATA5L1	8.039	0.545	0.994	0.006
IGF2BP3	8.030	0.545	0.994	0.006
ALG1	8.027	0.547	0.994	0.006
PPP2R4	8.015	0.547	0.994	0.006
KRT83	7.983	0.547	0.994	0.006
SETD8	7.974	0.547	0.994	0.006
PRMT5	7.964	0.548	0.994	0.006
GNB1L	7.947	0.548	0.994	0.006
ATP6V1E1	7.929	0.550	0.994	0.006
DMAP1	7.927	0.552	0.994	0.006
C15orf41	7.914	0.552	0.994	0.006
RHOA	7.913	0.552	0.994	0.006
TARS2	7.911	0.552	0.994	0.006
ABCB7	7.904	0.552	0.994	0.006
CHMP2A	7.903	0.553	0.994	0.006
BCLAF1	7.890	0.553	0.994	0.006
LPAR1	7.889	0.553	0.994	0.006
DSTN	7.888	0.553	0.994	0.006
DNAJC8	7.883	0.553	0.994	0.006
SRP14	7.873	0.553	0.994	0.006
CSNK1A1	7.872	0.553	0.994	0.006
EIF3I	7.858	0.555	0.994	0.006
RPL32	7.842	0.555	0.994	0.006
RNASEK	7.841	0.555	0.994	0.006
GTF3C4	7.840	0.555	0.994	0.006
PREB	7.838	0.556	0.994	0.006
PPP2R1A	7.834	0.556	0.994	0.006
NSUN5	7.810	0.556	0.994	0.006
SCFD1	7.802	0.556	0.994	0.006
COPG1	7.784	0.556	0.994	0.006
OTOP1	7.764	0.556	0.992	0.008
GPR149	7.760	0.556	0.992	0.008
C7orf61	7.757	0.556	0.992	0.008
RAB6A	7.740	0.556	0.992	0.008
ATRIP	7.732	0.556	0.992	0.008
CENPT	7.712	0.556	0.992	0.008
C11orf73	7.710	0.556	0.992	0.008
FLYWCH1	7.697	0.556	0.992	0.008
MST1	7.693	0.556	0.992	0.008
DIDO1	7.688	0.556	0.992	0.008
ALG14	7.685	0.558	0.992	0.008
YEATS4	7.671	0.558	0.992	0.008
INTS8	7.650	0.559	0.992	0.008
PRPF4B	7.630	0.559	0.992	0.008
EPRS	7.618	0.561	0.992	0.008
CNOT1	7.613	0.561	0.992	0.008
SEMA3G	7.608	0.561	0.992	0.008
MCM7	7.604	0.562	0.992	0.008
IARS	7.597	0.564	0.992	0.008
VPS72	7.596	0.564	0.992	0.008
EIF5B	7.590	0.566	0.992	0.008
ASCC3	7.586	0.566	0.992	0.008
ALG8	7.583	0.566	0.992	0.008
ZNF407	7.576	0.566	0.992	0.008
MYOZ1	7.574	0.566	0.992	0.008
ZNF830	7.563	0.566	0.992	0.008
GPN3	7.562	0.567	0.992	0.008
CCNB1	7.557	0.567	0.992	0.008
FAM50A	7.551	0.567	0.992	0.008
MTG2	7.541	0.569	0.992	0.008
POLR2A	7.531	0.570	0.992	0.008
TTI1	7.504	0.572	0.992	0.008
NUBP1	7.497	0.572	0.992	0.008
ESPN	7.496	0.572	0.992	0.008
CD8B	7.491	0.572	0.992	0.008
SSBP4	7.489	0.572	0.992	0.008
HGS	7.482	0.572	0.992	0.008
TRMT5	7.468	0.573	0.992	0.008
CENPF	7.463	0.573	0.992	0.008
PYROXD1	7.462	0.573	0.992	0.008
GTF2I	7.454	0.573	0.992	0.008
RPL18	7.453	0.575	0.992	0.008
CENPW	7.440	0.575	0.992	0.008
PDAP1	7.437	0.575	0.992	0.008
EXOSC6	7.435	0.577	0.992	0.008
MGAT2	7.429	0.577	0.992	0.008
ARGLU1	7.413	0.577	0.992	0.008
RFT1	7.412	0.577	0.992	0.008
TMEM230	7.409	0.577	0.992	0.008
LDB1	7.408	0.577	0.992	0.008
FAM60A	7.407	0.577	0.992	0.008
LSM10	7.401	0.577	0.992	0.008
PIK3CB	7.396	0.577	0.992	0.008
PNRC2	7.395	0.577	0.992	0.008
RPS15A	7.390	0.578	0.992	0.008
NOP14	7.387	0.578	0.992	0.008
FAU	7.385	0.580	0.992	0.008
MED12	7.371	0.581	0.992	0.008
ADAT3	7.371	0.581	0.992	0.008
RPL5	7.369	0.581	0.992	0.008
TRAPPC11	7.362	0.581	0.992	0.008
AGAP2	7.351	0.581	0.992	0.008
NCBP1	7.350	0.583	0.992	0.008
PTBP1	7.345	0.583	0.992	0.008
TIMELESS	7.315	0.583	0.992	0.008
HS6ST1	7.308	0.583	0.992	0.008
ZNF777	7.304	0.583	0.992	0.008
TOE1	7.301	0.583	0.992	0.008
PVRL4	7.297	0.583	0.992	0.008
RIOK2	7.293	0.584	0.992	0.008
CHMP7	7.290	0.584	0.992	0.008
YBX1	7.284	0.584	0.992	0.008
RPF1	7.278	0.584	0.992	0.008
NUMA1	7.274	0.584	0.992	0.008
RBBP6	7.273	0.586	0.992	0.008
MRPL42	7.261	0.586	0.992	0.008
TICRR	7.228	0.588	0.992	0.008
UBR4	7.218	0.588	0.992	0.008
GTF3C1	7.203	0.589	0.992	0.008
APOC1	7.202	0.589	0.992	0.008
CDC27	7.202	0.591	0.992	0.008
TERT	7.191	0.591	0.992	0.008
FANCG	7.190	0.591	0.992	0.008
PSMG2	7.180	0.591	0.992	0.008
HAUS2	7.169	0.591	0.992	0.008
WDR44	7.152	0.591	0.992	0.008
WDR61	7.139	0.592	0.992	0.008
WDR73	7.134	0.592	0.992	0.008
ZMAT5	7.128	0.594	0.992	0.008
MSRB1	7.127	0.594	0.992	0.008
GEMIN6	7.122	0.594	0.992	0.008
CCAR2	7.120	0.594	0.992	0.008
RANBP2	7.105	0.594	0.992	0.008
GLE1	7.105	0.594	0.992	0.008
WDR83	7.103	0.594	0.992	0.008
UBE2I	7.098	0.594	0.992	0.008
ATMIN	7.089	0.594	0.992	0.008
BRCA1	7.085	0.594	0.992	0.008
FAM45A	7.081	0.594	0.992	0.008
SAMD4B	7.062	0.594	0.992	0.008
BCAS2	7.049	0.594	0.992	0.008
CPSF4	7.047	0.595	0.992	0.008
LIN52	7.034	0.595	0.992	0.008
ARF3	7.021	0.595	0.992	0.008
COX7C	7.016	0.595	0.992	0.008
ROM1	7.013	0.595	0.992	0.008
CCDC144A	7.012	0.595	0.992	0.008
GTF2B	6.989	0.597	0.992	0.008
SKA1	6.988	0.597	0.992	0.008
NFYC	6.971	0.597	0.992	0.008
TOPBP1	6.967	0.597	0.992	0.008
PRKCE	6.967	0.597	0.992	0.008
ELAVL1	6.967	0.597	0.992	0.008
C7orf34	6.951	0.597	0.992	0.008
ANAPC4	6.916	0.598	0.992	0.008
ZBTB45	6.916	0.598	0.992	0.008
ECHS1	6.912	0.598	0.992	0.008
SNRPD2	6.904	0.600	0.992	0.008
RABGGTA	6.899	0.600	0.992	0.008
FAM76B	6.895	0.600	0.992	0.008
PSMB5	6.877	0.600	0.992	0.008
SIGLEC6	6.871	0.600	0.992	0.008
HARS	6.859	0.602	0.992	0.008
PUS3	6.849	0.602	0.992	0.008
SMPD3	6.848	0.602	0.992	0.008
NOM1	6.846	0.602	0.992	0.008
C19orf25	6.844	0.602	0.992	0.008
CNOT3	6.841	0.603	0.992	0.008
PCBP2	6.835	0.603	0.992	0.008
PMPCB	6.829	0.605	0.992	0.008
EIF5A	6.819	0.606	0.992	0.008
RANBP1	6.817	0.606	0.992	0.008
ZC3H11A	6.810	0.606	0.992	0.008
UPF1	6.807	0.608	0.992	0.008
EIF5AL1	6.802	0.608	0.992	0.008
VPS35	6.802	0.608	0.992	0.008
DPY19L2	6.789	0.608	0.992	0.008
FAM106A	6.788	0.608	0.990	0.010
NDUFB8	6.786	0.608	0.990	0.010
KIAA1429	6.785	0.608	0.990	0.010
PPIL4	6.782	0.608	0.990	0.010
RAD51B	6.777	0.608	0.990	0.010
MGEA5	6.775	0.608	0.990	0.010
SRF	6.774	0.608	0.990	0.010
NAE1	6.774	0.608	0.990	0.010
PRDX2	6.747	0.608	0.990	0.010
ANKRD17	6.743	0.608	0.990	0.010
PLAGL1	6.739	0.608	0.990	0.010
KRI1	6.739	0.609	0.990	0.010
CCDC127	6.736	0.609	0.990	0.010
SNAPC3	6.730	0.609	0.990	0.010
TMEM204	6.728	0.609	0.990	0.010
RAD9A	6.726	0.609	0.990	0.010
EDC4	6.709	0.609	0.990	0.010
DUSP12	6.701	0.609	0.990	0.010
ANKRD52	6.698	0.609	0.990	0.010
INTS2	6.696	0.609	0.990	0.010
TIAL1	6.687	0.609	0.990	0.010
ZDHHC7	6.681	0.609	0.990	0.010
PLCE1	6.680	0.609	0.990	0.010
ZNRD1	6.673	0.609	0.990	0.010
PSMB4	6.670	0.611	0.990	0.010
NDUFB9	6.666	0.611	0.990	0.010
KRT24	6.660	0.611	0.990	0.010
WDR12	6.655	0.613	0.990	0.010
DHX9	6.653	0.614	0.990	0.010
MANBAL	6.648	0.614	0.990	0.010
MYH9	6.646	0.614	0.990	0.010
PSMA2	6.620	0.616	0.990	0.010
TIMM44	6.614	0.617	0.990	0.010
AGO2	6.592	0.617	0.990	0.010
NPAT	6.578	0.617	0.990	0.010
KIF3A	6.574	0.617	0.990	0.010
FKBPL	6.571	0.617	0.990	0.010
NUP85	6.557	0.619	0.990	0.010
PPP1R1B	6.555	0.619	0.990	0.010
PPP1CA	6.544	0.619	0.990	0.010
PRSS21	6.536	0.619	0.990	0.010
ALG3	6.535	0.619	0.990	0.010
NCAPH2	6.529	0.619	0.990	0.010
TMEM52	6.517	0.619	0.990	0.010
PHF12	6.508	0.619	0.990	0.010
USP10	6.500	0.619	0.990	0.010
CAMK2A	6.494	0.619	0.990	0.010
SUGT1	6.492	0.619	0.990	0.010
ADAT2	6.491	0.619	0.990	0.010
GID8	6.486	0.619	0.990	0.010
ANKLE2	6.477	0.619	0.990	0.010
TMX2	6.475	0.619	0.990	0.010
STIL	6.475	0.619	0.990	0.010
NREP	6.473	0.619	0.990	0.010
MED29	6.471	0.619	0.990	0.010
ARHGEF12	6.470	0.619	0.990	0.010
AKR7A2	6.465	0.619	0.990	0.010
NPEPPS	6.465	0.619	0.990	0.010
SPC24	6.464	0.620	0.990	0.010
FBRS	6.459	0.620	0.990	0.010
SAP18	6.447	0.622	0.990	0.010
SMC5	6.433	0.622	0.990	0.010
IPO5	6.431	0.622	0.990	0.010
POLA1	6.412	0.622	0.990	0.010
SNRNP48	6.411	0.622	0.990	0.010
CPSF3	6.405	0.623	0.990	0.010
INTS4	6.403	0.623	0.990	0.010
CDIPT	6.403	0.623	0.990	0.010
RAN	6.398	0.625	0.990	0.010
ARFRP1	6.398	0.625	0.990	0.010
WNK1	6.394	0.625	0.990	0.010
RAD50	6.382	0.625	0.990	0.010
RBM12	6.380	0.625	0.990	0.010
RPS13	6.374	0.627	0.990	0.010
RAD51C	6.369	0.628	0.990	0.010
ZMYND8	6.367	0.628	0.990	0.010
ARMC6	6.353	0.628	0.990	0.010
INTS7	6.352	0.628	0.990	0.010
SAP30BP	6.351	0.628	0.990	0.010
CMPK1	6.348	0.630	0.990	0.010
NOP10	6.338	0.630	0.990	0.010
TELO2	6.338	0.631	0.990	0.010
PSMG1	6.325	0.631	0.990	0.010
FDX1L	6.317	0.631	0.990	0.010
ADRM1	6.309	0.631	0.990	0.010
FANCF	6.304	0.631	0.990	0.010
EIF1AX	6.302	0.631	0.990	0.010
PSMD11	6.297	0.633	0.990	0.010
SYMPK	6.294	0.634	0.990	0.010
NDUFB7	6.292	0.634	0.990	0.010
MRPS7	6.286	0.634	0.990	0.010
DCTN4	6.282	0.634	0.990	0.010
EIF4B	6.271	0.634	0.990	0.010
SUGP1	6.267	0.634	0.990	0.010
PDPR	6.259	0.634	0.990	0.010
INTS9	6.253	0.636	0.990	0.010
TBPL1	6.228	0.636	0.990	0.010
ALG13	6.225	0.636	0.990	0.010
RPP40	6.221	0.636	0.990	0.010
TPPP	6.208	0.636	0.990	0.010
WDR74	6.201	0.637	0.990	0.010
RUVBL1	6.200	0.637	0.990	0.010
NSMCE4A	6.200	0.637	0.990	0.010
XRN2	6.171	0.637	0.990	0.010
PPIB	6.163	0.637	0.990	0.010
E2F4	6.163	0.637	0.990	0.010
MESDC2	6.159	0.637	0.990	0.010
PFDN6	6.149	0.637	0.990	0.010
CDCA8	6.137	0.637	0.990	0.010
STX5	6.135	0.637	0.990	0.010
SMC3	6.135	0.637	0.990	0.010
ASNS	6.127	0.637	0.990	0.010
DNAJA4	6.123	0.637	0.990	0.010
FARS2	6.119	0.639	0.990	0.010
FGFR1OP2	6.115	0.639	0.990	0.010
TMEM92	6.090	0.639	0.990	0.010
MED7	6.088	0.639	0.990	0.010
TLK2	6.087	0.639	0.990	0.010
PFAS	6.086	0.639	0.990	0.010
XRCC5	6.085	0.639	0.990	0.010
PWP1	6.076	0.639	0.990	0.010
LEO1	6.069	0.639	0.990	0.010
RPN2	6.068	0.639	0.990	0.010
ZWILCH	6.058	0.639	0.990	0.010
GADD45GIP1	6.053	0.639	0.990	0.010
SCGB1C1	6.053	0.639	0.990	0.010
NOP56	6.046	0.641	0.990	0.010
ARHGEF7	6.042	0.641	0.990	0.010
OXSM	6.033	0.641	0.990	0.010
OGDH	6.030	0.642	0.990	0.010
SNAPC1	6.019	0.644	0.990	0.010
NOL12	6.016	0.644	0.990	0.010
BRD9	6.003	0.644	0.990	0.010
TRIO	6.002	0.644	0.990	0.010
EEFSEC	5.981	0.644	0.990	0.010
SIN3A	5.977	0.644	0.990	0.010
PSMD4	5.976	0.645	0.990	0.010
DOLK	5.973	0.647	0.990	0.010
COPS6	5.967	0.648	0.990	0.010
ALG11	5.959	0.648	0.990	0.010
MZT2B	5.956	0.648	0.990	0.010
PDCD5	5.953	0.648	0.990	0.010
SLC39A7	5.952	0.648	0.990	0.010
WASF2	5.950	0.648	0.990	0.010
FAM32A	5.949	0.648	0.990	0.010
RPL18A	5.949	0.650	0.990	0.010
WIPI2	5.932	0.650	0.990	0.010
DAD1	5.929	0.652	0.990	0.010
CD69	5.912	0.652	0.990	0.010
ARPC2	5.902	0.652	0.990	0.010
USP7	5.897	0.652	0.990	0.010
GPX4	5.893	0.652	0.990	0.010
NCAPG	5.888	0.652	0.990	0.010
ZNF131	5.888	0.653	0.991	0.009
DNAJC9	5.882	0.655	0.991	0.009
KPNA6	5.881	0.655	0.991	0.009
TACC3	5.877	0.655	0.991	0.009
ZFR	5.862	0.655	0.991	0.009
TSPAN33	5.862	0.655	0.991	0.009
CCNK	5.850	0.656	0.991	0.009
FUBP1	5.843	0.656	0.991	0.009
FOXH1	5.843	0.656	0.991	0.009
ATP5H	5.841	0.656	0.991	0.009
MAT2A	5.829	0.656	0.991	0.009
IWS1	5.822	0.656	0.991	0.009
WDR62	5.822	0.656	0.991	0.009
PFDN1	5.819	0.656	0.991	0.009
PRPF31	5.809	0.658	0.991	0.009
GPATCH4	5.808	0.658	0.991	0.009
KIAA0513	5.802	0.658	0.991	0.009
KCMF1	5.800	0.658	0.991	0.009
PCNXL3	5.799	0.658	0.991	0.009
SOD1	5.796	0.658	0.991	0.009
SNRPD1	5.793	0.659	0.991	0.009
SRPRB	5.793	0.659	0.991	0.009
PAK2	5.788	0.659	0.991	0.009
CLASRP	5.785	0.659	0.991	0.009
CRKL	5.784	0.659	0.991	0.009
DDX55	5.782	0.661	0.991	0.009
TFB2M	5.780	0.661	0.991	0.009
ATP6V1H	5.774	0.661	0.991	0.009
PDS5A	5.770	0.661	0.991	0.009
NEK1	5.769	0.661	0.991	0.009
EIF4ENIF1	5.768	0.661	0.991	0.009
COG1	5.761	0.661	0.991	0.009
RPS4X	5.758	0.662	0.991	0.009
TUBGCP3	5.755	0.664	0.991	0.009
PRRT4	5.753	0.664	0.991	0.009
CEP250	5.746	0.664	0.991	0.009
RTN3	5.740	0.664	0.991	0.009
POLE3	5.734	0.664	0.991	0.009
P2RX1	5.721	0.664	0.991	0.009
NARFL	5.719	0.664	0.991	0.009
STUB1	5.717	0.664	0.991	0.009
PSMD6	5.716	0.664	0.991	0.009
RGS12	5.715	0.664	0.991	0.009
DCHS1	5.714	0.664	0.991	0.009
VRK1	5.707	0.664	0.991	0.009
LETM1	5.707	0.664	0.991	0.009
GLIS2	5.704	0.664	0.991	0.009
ANAPC13	5.698	0.664	0.991	0.009
HYLS1	5.688	0.664	0.991	0.009
ENY2	5.688	0.664	0.991	0.009
C16orf71	5.687	0.664	0.991	0.009
SLC7A6OS	5.677	0.664	0.991	0.009
RCE1	5.669	0.664	0.991	0.009
PDXDC1	5.668	0.664	0.991	0.009
CALML6	5.668	0.664	0.991	0.009
TANGO6	5.666	0.666	0.991	0.009
DNA2	5.657	0.666	0.991	0.009
ARMC7	5.652	0.666	0.991	0.009
PNKP	5.639	0.667	0.991	0.009
VWCE	5.637	0.667	0.991	0.009
SRSF6	5.636	0.667	0.991	0.009
RPGRIP1	5.633	0.667	0.991	0.009
SPEN	5.632	0.667	0.991	0.009
CCT7	5.621	0.669	0.991	0.009
CPSF3L	5.621	0.669	0.991	0.009
RBBP8	5.614	0.669	0.991	0.009
